0.000444279,-0.000212711,0.00112868,0.000293646,0.046067,-0.000356484,0.0515413,0.00330056,-0.00434864,0.000287471,0.00443635,0.000797042,4.53501e-06,-0.000149774,0.000211222,0.000155123,0.00264504,-2.7087e-05,0.0077142,0.00141584,0.417436,0.11943,0.447684,0.123853,-0.11885,0.196971,0.11885,0.20662,-0.00134725,0.00299515,0.00342132,0.00355468,0.00122299,0.000461581,0.00418407,0.00170899,0.352492,-0.122158,0.392538,0.154237,0.0840591,-0.211908,0.133199,0.298729,-0.0106617,0.0185474,0.0209898,0.0435275,-0.000208346,0.000127885,0.00095769,0.000245337,0.0266513,0.00893196,0.034531,0.00925022,-0.00222272,0.00653356,0.00241491,0.00673423,0.00233484,-0.00470265,0.00272682,0.00557845
-0.00186143,-0.0035827,0.00314188,0.00476289,-0.00781885,0.00619839,0.0108104,0.0503534,0.016517,0.00133037,0.017713,0.0259076,0.00187273,-0.00222151,0.00187273,0.00222338,-0.0348173,-0.0297865,0.0438437,0.0441962,0.13973,0.0806868,0.28604,0.47132,-0.0205186,0.233763,0.194428,0.410158,0.00427255,-0.000559368,0.0104888,0.00739727,0.00139445,-0.000283336,0.0273232,0.0208379,0.363843,-0.0061062,0.374825,0.202214,-0.0895119,-0.0502891,0.163508,0.206977,-0.0133831,0.0133525,0.0173373,0.0133525,0.0011271,0.00827363,0.0019379,0.00830027,0.012031,0.029188,0.0129158,0.0292335,0.011691,0.0116706,0.012295,0.011797,-0.00188449,0.000837073,0.00188449,0.000899222
0.00313993,0.000189267,0.00610793,0.00109592,0.0323227,0.000883006,0.0610609,0.0180846,0.0134586,0.00860089,0.0209396,0.0125648,-0.00259222,-0.00296231,0.00550683,0.00332042,-0.0151339,-0.000372658,0.0489681,0.0171252,0.0794101,-0.0143979,0.379456,0.371273,0.15988,-0.185652,0.341118,0.25359,-0.00714465,-3.69346e-05,0.00747748,0.00302572,0.0159097,0.00931413,0.0356436,0.0157658,-0.0918338,0.161802,0.370485,0.316141,0.12938,0.104328,0.30238,0.24938,0.000465083,-0.00199686,0.002595,0.00831218,0.00592607,-0.000126467,0.00748761,0.000854015,-0.0065197,-0.000323052,0.0132528,0.00667255,0.0198784,0.0145357,0.0615577,0.045517,-0.0028782,0.00132171,0.00367754,0.0037336
-0.000329066,-0.000193642,0.000347711,0.0003784,-0.00216556,-0.000205091,0.00461359,0.00327879,-0.0318734,0.00439354,0.039642,0.0108174,0.000663018,-0.000262835,0.0014504,0.000532257,0.00183046,-0.00297035,0.00704988,0.0093605,-0.0897088,-0.131625,0.157226,0.323484,0.196772,-0.0183645,0.346994,0.273961,-0.0678793,0.0560312,0.0705522,0.0573142,0.0166654,-0.00556945,0.0229326,0.0480911,-0.143175,0.145344,0.230344,0.253835,0.33928,0.158295,0.493044,0.170651,-0.0514884,-0.00217234,0.0620836,0.0293891,-0.000512737,0.00370489,0.00141439,0.00519506,-0.00968547,0.0592951,0.0176533,0.0697478,0.0150559,0.00441066,0.0190597,0.00735033,-0.00923663,-0.00164212,0.0148024,0.00280944
-0.000245183,-0.000134177,0.000362301,0.00073165,-0.000702542,-0.0049125,0.00510797,0.00740807,-0.0411571,0.0100119,0.047398,0.0160289,0.00183394,-0.000847671,0.00261501,0.00113521,0.000257681,-0.00415084,0.00496773,0.00891367,-0.0897236,-0.147328,0.118427,0.31097,0.176953,0.00913815,0.375289,0.326214,-0.0636747,0.0529628,0.0702008,0.0562975,0.0133415,-0.0145322,0.0179125,0.0307393,-0.0943735,0.155106,0.200141,0.284467,0.292524,0.143405,0.504951,0.15931,-0.0562826,-0.00063989,0.0700846,0.0267861,0.0010607,0.0105208,0.0014142,0.0121824,-0.00557646,0.0589835,0.0130094,0.075955,0.00846616,0.00662646,0.0117842,0.0153818,-0.00912195,-0.00201955,0.0135861,0.00314709
0.00413947,-0.000414017,0.00825701,0.000734553,0.0217399,-0.00800383,0.0474315,0.0141437,0.00729253,-0.0112589,0.0475994,0.0159524,0.00226732,-0.00117522,0.00357583,0.00258812,0.0552444,-0.00724184,0.0604467,0.00848053,0.164101,0.156693,0.417924,0.252977,0.0750749,0.149591,0.243306,0.20721,-0.020512,0.0197367,0.0313213,0.040171,0.0284362,0.00480926,0.0349998,0.0180318,0.333483,-0.04705,0.629507,0.17745,-0.0480198,-0.0400967,0.0831677,0.0505366,-0.00340638,0.00229804,0.0118842,0.0113094,0.00452619,0.00350943,0.00690457,0.0087177,0.0161991,0.04216,0.0324629,0.0531058,-5.27516e-05,0.00745967,0.00834063,0.0108411,-0.00562122,-0.00368082,0.00611651,0.00620208
-0.0109633,-0.00275802,0.0109633,0.00327917,0.00384007,0.000744125,0.00669638,0.00827898,0.0229464,0.0190304,0.0480404,0.0275233,0.000247384,0.00455666,0.00506443,0.00648281,0.00195146,0.000234878,0.0325015,0.0249998,0.250108,0.225404,0.302666,0.260794,-0.0837193,0.122989,0.261555,0.268365,-0.0213821,-0.0140096,0.0397789,0.0298319,0.0680872,0.000871628,0.0694002,0.0306044,0.147674,-0.00197736,0.440908,0.299618,-0.297964,-0.145581,0.309286,0.158522,0.0144311,-0.00721484,0.0223697,0.0124517,0.000397735,-8.86156e-05,0.000541358,0.00107997,0.0275998,-0.0204535,0.0445484,0.0296494,-0.0375459,0.00422973,0.0393011,0.00983867,0.00375516,0.000756997,0.00532318,0.00182775
-0.00269745,-0.000751894,0.00287436,0.00102278,0.0132326,0.0128879,0.0462168,0.0210941,0.0221113,0.0262259,0.0435164,0.0430634,0.000369345,0.000659408,0.00183382,0.00161676,-0.0557337,-0.016563,0.0562148,0.0168056,0.333911,0.0654499,0.480132,0.0924508,-0.00611156,-0.0315919,0.133326,0.149197,0.00153291,-0.0172268,0.0182712,0.0207822,-0.0344981,-0.014281,0.0346933,0.0160003,0.368828,-0.0726495,0.400979,0.136841,-0.219906,-0.125419,0.357068,0.261104,0.0220563,-0.00525606,0.0368525,0.00992779,-0.00124819,-0.000610331,0.00144593,0.000857704,0.0277769,0.0177091,0.0369046,0.0197654,-0.0017518,0.0032922,0.00453647,0.00463841,0.00105978,0.00160836,0.00191853,0.00185906
-0.00253093,0.0028515,0.00259099,0.00321683,0.0322514,-0.00511276,0.0440355,0.00646406,-0.0151509,-0.00637276,0.0900769,0.00789243,0.00244464,-0.00088335,0.00277434,0.00140603,-0.0293636,-0.00106836,0.051208,0.0642265,0.228038,0.0665471,0.384995,0.156655,-0.178834,0.0366143,0.418847,0.143872,0.00791855,0.00348462,0.0129644,0.0117242,-0.0371171,-0.00764119,0.0490546,0.0228192,0.273344,-0.00963636,0.345557,0.181606,-0.197831,-0.10733,0.460259,0.139094,0.00279398,-0.000905135,0.00569503,0.00511252,-0.00158324,-0.00153957,0.00587041,0.00237632,-0.00524507,0.0151123,0.0634993,0.0167017,-0.00934236,-0.00480934,0.0593981,0.00921563,-0.00168475,0.000555397,0.00257235,0.00181567
-0.000352791,0.00195229,0.000465737,0.00195229,-0.0167126,0.0237535,0.0214707,0.0245896,0.00284325,0.0135537,0.0834795,0.021458,0.000369828,0.0021036,0.00190124,0.00438548,0.00844859,-0.000113189,0.00844859,0.00966754,-0.221395,-0.111278,0.221395,0.158488,0.206605,-0.115463,0.428759,0.180711,-0.0625325,0.0195234,0.0716313,0.0277692,0.00428285,-0.010656,0.0124499,0.02136,-0.229254,-0.0154352,0.336338,0.335631,0.317128,0.0992953,0.365639,0.18682,-0.0588096,0.00871185,0.0628664,0.0189824,-0.00174217,0.00272221,0.00583593,0.00831463,0.00202608,0.0462089,0.0182657,0.0462998,0.00976824,0.0117137,0.0196954,0.0178018,-0.00636555,0.00331464,0.00702159,0.00381648
